Description,Category,Amount,Currency
"Snap, 310-399-3339",Marketing and advertising,-24.26,DKK
Dk-Ind10.05,Sale of Goods,512.75,DKK
Dandodesign,Inventory / Equipment,-3625.0,DKK
Dk-Ind17.04,Sale of Goods,595.0,DKK
Dk-Ind06.06,Sale of Goods,259.25,DKK
Dk-Ind11.07,Sale of Goods,252.85,DKK
Dk-Ind27.03,Sale of Goods,1192.45,DKK
Advis 122211301202250,Sale of Goods,0.0,DKK
Dk-Ind15.05,Sale of Goods,202.3,DKK
Dk-Ind09.05,Sale of Goods,393.25,DKK
21652193MI 1030000763848497 ROLLZONE*,Inventory / Equipment,-244.72,EUR
21755193MI 1030000765769875 ROLLZONE*,Inventory / Equipment,-35.09,EUR
"FACEBK 7LRU5JXF92, fb.me/ads",Marketing and advertising,0.0,DKK
Dk-Ind08.05,Sale of Goods,172.8,DKK
"Snap, 310-399-3339",Marketing and advertising,-11.01,DKK
Dk-Ind01.08,Sale of Goods,735.8,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Advis 122212061202465,Sale of Goods,0.0,DKK
Dk-Ind20.03,Sale of Goods,298.4,DKK
Dk-Ind23.03,Sale of Goods,313.5,DKK
Advis 122307051402062 / Credorax Bank Limite,Sale of Goods,7615.11,DKK
Udland - GRZEGORZ GLOGOWSKI,Shipping & Logistics,-41507.15,DKK
1800.00 EUR to UA Trading Company,Inventory / Equipment,1800.0,EUR
CAMETTE APS,Inventory / Equipment,-2776.5,DKK
Dk-Ind05.08,Sale of Goods,525.7,DKK
Dk-Ind09.08,Sale of Goods,324.3,DKK
Helsam,Inventory / Equipment,-21355.0,DKK
Dk-Ind08.08,Sale of Goods,906.85,DKK
Dk-Ind10.08,Sale of Goods,496.85,DKK
Dk-Ind07.08,Sale of Goods,232.4,DKK
Dk-Ind11.07,Sale of Goods,804.75,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4000.0,DKK
Pricerunner,Marketing and advertising,0.0,DKK
Dk3dsf11.08,Sale of Goods,641.25,DKK
Postering,Shipping & Logistics,1204.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
"Shopify* 159871774, Dublin",Software and subscription services,-212.79,DKK
Dk-Ind01.05,Sale of Goods,619.1,DKK
Privat overførsel lån,Transfer,-440.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind26.05,Sale of Goods,399.6,DKK
Dk3dsf20.06,Sale of Goods,393.95,DKK
Dk-Ind22.05,Sale of Goods,452.4,DKK
"Shopify* 168079070, Dublin",Software and subscription services,0.0,DKK
"Sikkerhedsstyre, Esbjerg",Nonbusiness costs,-105.0,DKK
"GSUITE_vitio.dk, Dublin",Software and subscription services,0.0,DKK
Postering,Shipping & Logistics,1542.18,DKK
Dk3dsf20.04,Sale of Goods,198.9,DKK
P2207070988OP00 Omk,Payment processing,-50.0,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4000.0,DKK
Dk-Ind17.07,Sale of Goods,693.6,DKK
Advis 122210131402019,Sale of Goods,0.0,DKK
Dk-Ind27.03,Sale of Goods,267.4,DKK
Advis 122307041202131 / Credorax Bank Limite,Sale of Goods,8040.09,DKK
Dk-Ind10.07,Sale of Goods,447.6,DKK
Dk-Ind12.04,Sale of Goods,117.9,DKK
Advis 122212080137030,Sale of Goods,67371.1,DKK
Dk3dsf26.05,Sale of Goods,433.6,DKK
Dk-Ind13.08,Sale of Goods,399.15,DKK
"FACEBK H68X7JPTK2, fb.me/ads,",Marketing and advertising,-5070.36,DKK
21191193MI 1030000757197487 ROLLZONE*,Inventory / Equipment,-177.81,EUR
Dk-Ind01.06,Sale of Goods,607.08,DKK
21047193MI 1030000754685515 ROLLZONE*,Inventory / Equipment,-189.91,EUR
Advis 122209161402132,Sale of Goods,15375.64,DKK
Advis 122303291206409 / OVERFØRSEL,Transfer,0.0,DKK
2400.00 EUR to UA Trading Company,Inventory / Equipment,2400.0,EUR
4500.00 EUR to UA Trading Company,Inventory / Equipment,4500.0,EUR
Dk-Ind22.05,Sale of Goods,370.4,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
10852425 Txid 745347795 Multisafepay Payout merchant:10852425 06-07-2023,Sale of Goods,2446.02,EUR
Dk-Ind14.06,Sale of Goods,193.7,DKK
Advis 122210281401507,Sale of Goods,171.26,DKK
Dk3dsf01.05,Sale of Goods,542.8,DKK
Dk-Ind28.04,Sale of Goods,497.5,DKK
Dk-Ind02.06,Sale of Goods,202.3,DKK
Udland - ADTRACTION AB,Marketing and advertising,-11149.82,DKK
7950.00 EUR to UA Trading Company,Inventory / Equipment,7950.0,EUR
"Upwork -563888582REF, Dublin",Software and subscription services,-868.08,DKK
"Snap, 310-399-3339",Marketing and advertising,-11.17,DKK
"Sikkerhedsstyre, Esbjerg",Nonbusiness costs,-105.0,DKK
"FACEBK 4BQETHXSK2, fb.me/ads,",Marketing and advertising,0.0,DKK
Dk-Ind01.05,Sale of Goods,247.4,DKK
Dk-Ind25.04,Sale of Goods,4187.15,DKK
Dk-Ind03.04,Sale of Goods,330.1,DKK
Dk-Ind11.05,Sale of Goods,683.1,DKK
-20.00 EUR to UA Trading Company,Inventory / Equipment,-20.0,EUR
Advis 122211040138527,Sale of Goods,9475.05,DKK
Dk-Ind27.06,Sale of Goods,117.8,DKK
Advis 122303031401579 / OVERFØRSEL,Sale of Goods,6019.78,DKK
Dk-Ind11.04,Sale of Goods,350.85,DKK
Dk-Ind04.07,Sale of Goods,236.0,DKK
Dk-Ind03.07,Sale of Goods,228.85,DKK
Udland - GUANGZHOU BEAUTYWELLNESS HEALTH,Inventory / Equipment,-35234.89,DKK
Dk3dsf03.04,Sale of Goods,162.4,DKK
Dk-Ind23.06,Sale of Goods,324.8,DKK
Dk-Ind30.05,Sale of Goods,189.3,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind12.06,Sale of Goods,234.45,DKK
Dk3dsf08.05,Sale of Goods,332.1,DKK
Dk-Ind25.05,Sale of Goods,1092.5,DKK
Udland - GRZEGORZ GLOGOWSKI,Shipping & Logistics,-3207.2,DKK
Advis 122302221203396 / OVERFØRSEL,Sale of Goods,3813.03,DKK
Indløsningsgebyr 01-06-2023 - 30-06-2023. Forretningsnr 9299777. Antal 0000749. Løbenr,Banking Fees,-1234.71,DKK
Dk-Ind03.05,Sale of Goods,778.6,DKK
Dk-Ind26.04,Sale of Goods,208.15,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind24.04,Sale of Goods,246.95,DKK
"mcemballage.dk, Hinnerup",Inventory / Equipment,-2095.78,DKK
Dk-Ind22.05,Sale of Goods,218.45,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind28.03,Sale of Goods,401.75,DKK
Dk-Ind15.05,Sale of Goods,699.75,DKK
Helsam A/S,Inventory / Equipment,-372.5,DKK
Dk-Ind03.07,Sale of Goods,260.65,DKK
"Ads5180743448, 650-253-0000",Marketing and advertising,-4000.0,DKK
Dk-Ind17.04,Sale of Goods,466.5,DKK
10852425 Txid 730840357 Multisafepay Payout merchant:10852425 30-05-2023,Sale of Goods,3071.78,EUR
Dk-Ind15.05,Sale of Goods,334.1,DKK
-700.00 EUR to Mohammad Umair,Nonbusiness costs,-700.0,EUR
21707193MI 1030000764861804 ROLLZONE*,Inventory / Equipment,-178.17,EUR
Dk-Ind11.05,Sale of Goods,480.0,DKK
Dk3dsf17.08,Sale of Goods,1873.16,DKK
Nets,Sale of Goods,7192.65,DKK
Dk-Ind03.04,Sale of Goods,343.6,DKK
Dk-Ind25.07,Sale of Goods,1296.0,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,-79637.01,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk3dsf17.05,Sale of Goods,423.7,DKK
Dk3dsf16.05,Sale of Goods,2375.3,DKK
Advis 122210261401571,Sale of Goods,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind22.05,Sale of Goods,274.45,DKK
Dk-Ind09.05,Sale of Goods,393.25,DKK
Dk-Ind28.07,Sale of Goods,601.75,DKK
Dk-Ind17.07,Sale of Goods,588.48,DKK
"FACEBK U7UUZLXTK2, fb.me/ads",Marketing and advertising,0.0,DKK
"Refund: Microsoft*Store msbill.info, IE",Sale of Goods,1.01,EUR
P2210260001OP00 Omk,Payment processing,-50.0,DKK
Dk-Ind06.08,Sale of Goods,432.9,DKK
Dk-Ind06.06,Sale of Goods,230.01,DKK
Dk-Ind12.06,Sale of Goods,142.5,DKK
Dk-Ind05.07,Sale of Goods,240.9,DKK
Dk-Ind01.05,Sale of Goods,549.01,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind22.08,Sale of Goods,315.95,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
"Sikkerhedsstyre, Esbjerg",Nonbusiness costs,-105.0,DKK
Dk-Ind10.04,Sale of Goods,628.65,DKK
LEGOLAND ApS Onlin,Nonbusiness costs,-819.0,DKK
Norlys Energi A/S,"Rent, mortgage & utilities",-1622.54,DKK
Dk-Ind24.07,Sale of Goods,242.5,DKK
Dk-Ind15.05,Sale of Goods,863.85,DKK
Dk-Ind14.06,Sale of Goods,114.95,DKK
"Snap, 310-399-3339",Marketing and advertising,-27.25,DKK
Dk-Ind30.07,Sale of Goods,210.4,DKK
"Snap, 310-399-3339",Marketing and advertising,-24.06,DKK
Indløsningsgebyr 03-04-2023 - 28-04-2023. Forretningsnr 9299777. Antal 0000590. Løbenr,Banking Fees,-1046.46,DKK
Dk-Ind19.06,Sale of Goods,229.0,DKK
Dk-Ind01.08,Sale of Goods,237.5,DKK
MobilePay McDonald's - Haderslev,Sale of Goods,-97.0,DKK
Dk-Ind26.05,Sale of Goods,172.45,DKK
Dk-Ind21.04,Sale of Goods,456.1,DKK
Dk-Ind12.04,Sale of Goods,213.5,DKK
Dk-Ind05.07,Sale of Goods,103.3,DKK
-100.00 EUR to Mohammad Umair,Nonbusiness costs,-100.0,EUR
Nets,Sale of Goods,3436.79,DKK
Dk-Ind30.07,Sale of Goods,449.15,DKK
Advis 122305311203344 / Clearhaus AS,Sale of Goods,30120.42,DKK
Dk-Ind08.05,Sale of Goods,129.0,DKK
Dk-Ind30.07,Sale of Goods,562.05,DKK
Dk-Ind31.05,Sale of Goods,624.95,DKK
Dk-Ind19.05,Sale of Goods,860.8,DKK
Dk-Ind08.05,Sale of Goods,89.55,DKK
TX1073674220XT Refund Uber,Sale of Goods,12.86,EUR
02004478940011108234,Sale of Goods,477.25,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4000.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
"FACEBK KDE57LXXC2, fb.me/ads",Marketing and advertising,0.0,DKK
Advis 122206080902171,Sale of Goods,7248.28,DKK
Dk-Ind06.07,Sale of Goods,1197.6,DKK
Dk-Ind22.05,Sale of Goods,86.15,DKK
Dk3dsf04.05,Sale of Goods,466.9,DKK
Dk-Ind25.07,Sale of Goods,198.25,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind06.07,Sale of Goods,72.28,DKK
Dk-Ind17.08,Sale of Goods,441.6,DKK
M15154069MGJ8IUR 1150013856657736 23221 interlinex.com,Inventory / Equipment,-1972.3,EUR
Advis 122207071402075,Sale of Goods,0.0,DKK
Dk-Ind26.06,Sale of Goods,408.25,DKK
Dk3dsf21.04,Sale of Goods,406.15,DKK
Helsam,Inventory / Equipment,-5037.98,DKK
Dk-Ind10.08,Sale of Goods,279.4,DKK
Dk-Ind26.07,Sale of Goods,774.0,DKK
Dk-Ind17.04,Sale of Goods,628.65,DKK
Dk3dsf03.07,Sale of Goods,338.8,DKK
Dk-Ind24.04,Sale of Goods,182.45,DKK
faktura 23,Sale of Goods,8547.0,DKK
[ViaBill] Overførsel,Sale of Goods,1151.21,DKK
Dk-Ind22.05,Sale of Goods,719.75,DKK
Dk-Ind14.06,Sale of Goods,168.6,DKK
Dk3dsf11.08,Sale of Goods,940.0,DKK
Dk3dsf25.05,Sale of Goods,352.9,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,-8429.36,DKK
Dk3dsf12.04,Sale of Goods,218.6,DKK
498750003584415,Debit-/Credit payments,-2968.2,DKK
Dk-Ind13.04,Sale of Goods,250.5,DKK
"FACEBK 3W6J4M3YC2, fb.me/ads",Marketing and advertising,-750.0,DKK
"Ads3297518833, 650-253-0000",Marketing and advertising,-6000.0,DKK
Dk-Ind17.05,Sale of Goods,227.7,DKK
Dk-Ind08.08,Sale of Goods,987.8,DKK
MobilePay Haderslev Fjernvarme,Sale of Goods,-2270.32,DKK
Notanr,Debit-/Credit payments,-25.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-4.9,DKK
"Postnord Porto, Koebenhavn S",Shipping & Logistics,-190.0,DKK
Dk-Ind02.06,Sale of Goods,352.5,DKK
Dk-Ind28.06,Sale of Goods,190.6,DKK
Dk3dsf17.04,Sale of Goods,170.05,DKK
Dk-Ind21.03,Sale of Goods,107.8,DKK
Nets,Sale of Goods,2554.7,DKK
Dk-Ind22.08,Sale of Goods,153.7,DKK
Dk3dsf07.07,Sale of Goods,185.2,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,0.0,DKK
Dk-Ind24.07,Sale of Goods,1169.15,DKK
Dk-Ind30.05,Sale of Goods,187.0,DKK
Dk-Ind03.07,Sale of Goods,110.15,DKK
"FACEBK CDHBVMKXC2, fb.me/ads",Marketing and advertising,0.0,DKK
Dk-Ind24.05,Sale of Goods,273.7,DKK
Udland - GUANGZHOU BEAUTYWELLNESS,Inventory / Equipment,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
e-conomic.dk,professional fees,-1271.25,DKK
6BXZEYU 0140000776391779 Alibaba,Inventory / Equipment,-7243.91,EUR
Dk-Ind10.05,Sale of Goods,186.49,DKK
Dk-Ind03.08,Sale of Goods,60.63,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,-122.5,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind04.04,Sale of Goods,394.35,DKK
Dk-Ind09.05,Sale of Goods,426.3,DKK
21255193MI 1030000757848502 ROLLZONE*,Inventory / Equipment,-189.91,EUR
"FACEBK XDMXGSB2L2, fb.me/ads,",Marketing and advertising,-3000.0,DKK
Pricerunner,Marketing and advertising,-280.0,DKK
Afdrag varelager,Inventory / Equipment,-1500.0,DKK
21422193MI 1030000760310758 ROLLZONE*,Inventory / Equipment,-56.81,EUR
"Klaviyo Inc. Software, Klaviyo.Com",Software and subscription services,0.0,DKK
"FiverrEU, Nicosia",Professional fees,-131.19,DKK
Advis 122211181202460,Sale of Goods,80697.52,DKK
Dk-Ind19.06,Sale of Goods,337.63,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
"Ads5180743448, 650-253-0000",Marketing and advertising,-4000.0,DKK
Advis 122306141202413 / Clearhaus AS,Sale of Goods,11340.5,DKK
-400.00 EUR to Mohammad Umair,Nonbusiness costs,-400.0,EUR
Dk-Ind22.03,Sale of Goods,381.9,DKK
Dk-Ind28.03,Sale of Goods,916.05,DKK
Dk-Ind21.08,Sale of Goods,529.45,DKK
Dk3dsf25.04,Sale of Goods,1019.8,DKK
Dk3dsf21.03,Sale of Goods,379.55,DKK
Dk-Ind04.07,Sale of Goods,429.85,DKK
Dk3dsf04.07,Sale of Goods,1182.01,DKK
Dk-Ind05.04,Sale of Goods,322.95,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,-1557.51,DKK
"Postnord Porto, Koebenhavn S",Shipping & Logistics,0.0,DKK
Nets,Sale of Goods,2497.02,DKK
20914193MI 1030000753031763 ROLLZONE*,Inventory / Equipment,-168.13,EUR
Dk3dsf17.05,Sale of Goods,240.5,DKK
Dk-Ind09.06,Sale of Goods,469.1,DKK
"Jasper.Ai, Rollingwood",Software and subscription services,-419.9,DKK
Dk-Ind01.05,Sale of Goods,376.45,DKK
portal.postnord.co,Shipping & Logistics,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Dk-Ind18.06,Sale of Goods,206.15,DKK
Dk-Ind24.03,Sale of Goods,493.3,DKK
Dk-Ind31.05,Sale of Goods,-56.5,DKK
Dk3dsf03.05,Sale of Goods,199.75,DKK
21339193MI 1030000759383897 ROLLZONE*,Inventory / Equipment,-175.45,EUR
Dk-Ind28.07,Sale of Goods,387.3,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
21691193MI 1030000764494876 ROLLZONE*,Inventory / Equipment,-147.92,EUR
Dk3dsf07.06,Sale of Goods,664.5,DKK
Nets,Sale of Goods,5153.11,DKK
Dk-Ind08.05,Sale of Goods,245.3,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4000.0,DKK
MobilePay Haderslev Fjernvarme,Sale of Goods,-1442.79,DKK
"Snap, 310-399-3339",Marketing and advertising,-21.13,DKK
Dk3dsf28.04,Sale of Goods,355.8,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
00017884,Debit-/Credit payments,-243.04,DKK
PBS overførsel Reference / Ann. postering fra 30-03-2023,Transfer,25.0,DKK
Dk-Ind06.06,Sale of Goods,592.1,DKK
Dk3dsf14.04,Sale of Goods,801.85,DKK
Shipmondo.com (DK),Shipping & Logistics,-300.0,DKK
"Clearing: CLEARING-20234483839 (period May 202 / Funds: 2.145,90",Sale of Goods,2145.9,EUR
"FACEBK VSYECR7ZK2, fb.me/ads,",Marketing and advertising,-6633.52,DKK
"FACEBK CH23ADXF92, fb.me/ads,",Marketing and advertising,-6000.0,DKK
MXNEY Finance ApS. MXNEY Growth Capital,Loans/ Debts,29635.0,EUR
Dk-Ind09.07,Sale of Goods,366.58,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Dk-Ind08.05,Sale of Goods,903.7,DKK
Dk-Ind02.06,Sale of Goods,128.75,DKK
"FACEBK FCXLNCFG92, fb.me/ads,",Marketing and advertising,0.0,DKK
Dk3dsf08.05,Sale of Goods,936.34,DKK
Dk-Ind23.05,Sale of Goods,-75.15,DKK
Dk-Ind09.06,Sale of Goods,250.5,DKK
MobilePay A.Vogel Danmark A/S,Sale of Goods,-3416.28,DKK
Dk-Ind22.03,Sale of Goods,202.88,DKK
Pricerunner,Marketing and advertising,0.0,DKK
Dk3dsf17.07,Sale of Goods,258.6,DKK
Dk3dsf10.05,Sale of Goods,800.1,DKK
Dk-Ind25.05,Sale of Goods,119.1,DKK
Dk3dsf07.08,Sale of Goods,186.65,DKK
Dk-Ind12.06,Sale of Goods,435.85,DKK
Dk-Ind23.08,Sale of Goods,328.83,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Pinterest Ads,Marketing and advertising,0.0,DKK
Pinterest Ads,Marketing and advertising,-297.03,DKK
Dk-Ind15.08,Sale of Goods,461.2,DKK
Dk-Ind30.03,Sale of Goods,130.45,DKK
Dk-Ind08.06,Sale of Goods,543.05,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Nets,Sale of Goods,2928.06,DKK
Udland - GUANGZHOU BEAUTYWELLNESS,Inventory / Equipment,0.0,DKK
"Snap, 310-399-3339",Marketing and advertising,0.0,DKK
Fragt,Shipping & Logistics,0.0,DKK
Dk-Ind11.07,Sale of Goods,285.6,DKK
TX1139807650XT Refund for Wise ref:TW Payment 716265321,Sale of Goods,50.0,EUR
Advertising,Marketing and advertising,-217.97,DKK
Dk3dsf18.07,Sale of Goods,178.5,DKK
6M1Z3FN 0140000769185249 Alibaba,Inventory / Equipment,-19161.6,EUR
089109000580423,Intragroup exchange,-4000.0,DKK
Udland - GUANGZHOU BEAUTYWELLNESS HEALTH,Inventory / Equipment,-35254.29,DKK
Dk-Ind04.08,Sale of Goods,394.05,DKK
Advis 122307201202206 / Credorax Bank Limite,Sale of Goods,5044.21,DKK
Dk3dsf31.05,Sale of Goods,434.65,DKK
20710193MI 1030000750151094 ROLLZONE*,Inventory / Equipment,-189.91,EUR
Dk-Ind09.08,Sale of Goods,599.85,DKK
Dk-Ind29.06,Sale of Goods,202.3,DKK
Dk-Ind04.07,Sale of Goods,1945.05,DKK
Dk3dsf08.05,Sale of Goods,651.45,DKK
Dk3dsf08.06,Sale of Goods,456.9,DKK
"Canva* I03733-13767864, Camden",Software and subscription services,-90.31,DKK
P2205240025OP00 Omk,Payment processing,-50.0,DKK
Dk-Ind11.05,Sale of Goods,401.7,DKK
Dk-Ind09.06,Sale of Goods,679.8,DKK
Dk-Ind11.08,Sale of Goods,1339.45,DKK
Dk-Ind06.07,Sale of Goods,234.5,DKK
Dk-Ind25.07,Sale of Goods,319.6,DKK
Dk-Ind23.06,Sale of Goods,226.4,DKK
"McDonalds Haderslev, Haderslev",Nonbusiness costs,-112.0,DKK
Dk-Ind01.06,Sale of Goods,212.5,DKK
Advertising,Marketing and advertising,-76.2,DKK
-100.00 EUR to Mohammad Umair,Nonbusiness costs,-100.0,EUR
[ViaBill] Overførsel,Sale of Goods,566.78,DKK
Udland - GUANGZHOU GUANGYANGZHIXING,Inventory / Equipment,-33963.7,DKK
10852425 Txid 747121359 Multisafepay Payout merchant:10852425 11-07-2023,Sale of Goods,3998.9,EUR
Dk-Ind04.05,Sale of Goods,335.2,DKK
Pinterest Ads,Marketing and advertising,0.0,DKK
Nets,Sale of Goods,3836.41,DKK
Advis 122306020145219 / F:58/MS Branding A/S,Sale of Goods,3747.5,DKK
Dk-Ind12.06,Sale of Goods,616.05,DKK
Dk3dsf10.05,Sale of Goods,1342.36,DKK
Dk-Ind06.06,Sale of Goods,614.3,DKK
DanDomain A/S,Professional fees,-1132.5,DKK
Gebyr,Debit-/Credit payments,-250.0,DKK
Helsam,Inventory / Equipment,-27160.0,DKK
21914193MI 1030000769441302 ROLLZONE*,Inventory / Equipment,-350.9,EUR
Advis 122307261202100 / Credorax Bank Limite,Sale of Goods,6745.57,DKK
LeverandørService 53821MXNEY APS,Loans/ Debts,-31443.98,DKK
Dk-Ind11.07,Sale of Goods,785.0,DKK
Dk-Ind21.08,Sale of Goods,148.9,DKK
Dk-Ind06.06,Sale of Goods,226.0,DKK
Dk-Ind11.08,Sale of Goods,430.43,DKK
Dk-Ind27.04,Sale of Goods,258.6,DKK
Dk-Ind08.05,Sale of Goods,162.5,DKK
Dk-Ind07.06,Sale of Goods,462.4,DKK
Udland - GUANGZHOU BEAUTYWELLNESS,Inventory / Equipment,-35237.76,DKK
Dk-Ind27.03,Sale of Goods,266.5,DKK
Dk-Ind07.08,Sale of Goods,335.6,DKK
"Ads4649893433, 650-253-0000",Marketing and advertising,-4266.37,DKK
Dk-Ind27.06,Sale of Goods,2812.8,DKK
Helsam A/S,Inventory / Equipment,-5623.35,DKK
Dk-Ind10.08,Sale of Goods,314.4,DKK
-9450.00 EUR to UA Trading Company,Inventory / Equipment,-9450.0,EUR
Dk-Ind22.08,Sale of Goods,1351.35,DKK
Dk-Ind17.05,Sale of Goods,1019.73,DKK
-100.00 EUR to Mohammad Umair,Nonbusiness costs,-100.0,EUR
Dk3dsf12.05,Sale of Goods,212.75,DKK
20647193MI 1030000749118189 ROLLZONE*,Inventory / Equipment,-189.91,EUR
Dk3dsf14.04,Sale of Goods,644.9,DKK
Dk-Ind11.07,Sale of Goods,133.08,DKK
"Esso Rdam s-Gravendijk ROTTERDAM, NL",Nonbusiness costs,-145.73,EUR
Dk-Ind18.06,Sale of Goods,382.75,DKK
Dk3dsf19.05,Sale of Goods,573.45,DKK
Dk3dsf16.06,Sale of Goods,431.8,DKK
Vt6glmppfva1tbp,Debit-/Credit payments,-141.43,DKK
Dk-Ind11.07,Sale of Goods,323.0,DKK
Dk-Ind04.05,Sale of Goods,560.9,DKK
Dk3dsf08.05,Sale of Goods,439.9,DKK
Udland - GUANGZHOU BEAUTYWELLNESS HEALTH,Inventory / Equipment,0.0,DKK
Dk-Ind06.06,Sale of Goods,297.9,DKK
MobilePay Barbershop,Sale of Goods,-250.0,DKK
Overførsel,Intragroup exchange,15000.0,DKK
"Snap, 310-399-3339",Marketing and advertising,-3.75,DKK
Dk-Ind10.08,Sale of Goods,843.2,DKK
Dk-Ind26.04,Sale of Goods,527.4,DKK
Dk3dsf19.04,Sale of Goods,2729.25,DKK
"Upwork -531175877REF, Dublin",Software and subscription services,0.0,DKK
Dk3dsf04.05,Sale of Goods,456.1,DKK
Dk3dsf17.08,Sale of Goods,2530.2,DKK
B20230705X002HJX000675979679 0030014465890608 Instapark NL52ABNA0554667061,Nonbusiness costs,-6.36,EUR
Helsam,Inventory / Equipment,-17529.44,DKK
Advertising,Marketing and advertising,-2848.57,DKK
Nets,Sale of Goods,15395.3,DKK
Dk-Ind06.06,Sale of Goods,636.8,DKK
Dk-Ind27.03,Sale of Goods,1445.6,DKK
Dk-Ind11.05,Sale of Goods,108.65,DKK
"Snap, 310-399-3339",Marketing and advertising,-25.0,DKK
Helsam,Inventory / Equipment,-12600.0,DKK
"FACEBK BEFZWNPZK2, fb.me/ads,",Marketing and advertising,-6012.26,DKK
Dk-Ind17.05,Sale of Goods,888.25,DKK
Dk-Ind24.04,Sale of Goods,1296.0,DKK
Dk-Ind25.04,Sale of Goods,156.95,DKK
Dk-Ind31.05,Sale of Goods,170.45,DKK
B20230514X002HJX000648149801 0030013958171246 Instapark NL52ABNA0554667061,Nonbusiness costs,-9.12,EUR
Helsam,Inventory / Equipment,-30371.62,DKK
"FACEBK TRJFDGBTK2, fb.me/ads,",Marketing and advertising,0.0,DKK
Dk-Ind18.06,Sale of Goods,717.6,DKK
10852425 Txid 746356659 Multisafepay Payout merchant:10852425 09-07-2023,Sale of Goods,990.06,EUR
Dk-Ind30.06,Sale of Goods,251.3,DKK
Dk-Ind01.08,Sale of Goods,218.45,DKK
Dk-Ind01.08,Sale of Goods,312.0,DKK
B20230601X002HJX000657250897 0030014129224874 Instapark NL52ABNA0554667061,Nonbusiness costs,-22.92,EUR
Dk-Ind15.06,Sale of Goods,376.9,DKK
"Total Nb000727 Kalken Kalken, BE",Nonbusiness costs,-3.0,EUR
Dk-Ind18.06,Sale of Goods,402.25,DKK
Dk-Ind17.05,Sale of Goods,283.5,DKK
Dk-Ind09.08,Sale of Goods,382.6,DKK
Dk-Ind11.07,Sale of Goods,710.6,DKK
Dk-Ind26.06,Sale of Goods,1173.55,DKK
Dk3dsf26.04,Sale of Goods,299.85,DKK
Dk3dsf03.07,Sale of Goods,517.3,DKK
Afdrag varelager,Inventory / Equipment,-1500.0,DKK
Dk-Ind15.06,Sale of Goods,479.13,DKK
21383193MI 1030000759930888 ROLLZONE*,Inventory / Equipment,-160.02,EUR
Dk-Ind01.08,Sale of Goods,173.9,DKK
Dk-Ind17.07,Sale of Goods,261.65,DKK
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,-522.51,DKK
10852425 Txid 748240565 Multisafepay Payout merchant:10852425 14-07-2023,Sale of Goods,2120.83,EUR
Dk-Ind12.04,Sale of Goods,706.0,DKK
"Klaviyo Inc. Software, Klaviyo.Com",Software and subscription services,0.0,DKK
Trustpilot,Software and subscription services,-8606.25,DKK
ROLLZONE? BuckID: LH0FIJ7IQQYKSIXBCIWW,Inventory / Equipment,12.1,EUR
LeverandørService 56294SM LOGISTIK APS,Shipping & Logistics,0.0,DKK
